Source,Target
Edouard Roger Vasselin,Jerzy Janowicz
Juan Martin Del Potro,Vasek Pospisil
Pablo Carreno Busta,Andrey Rublev
Ryan Harrison,Jurgen Melzer
Pablo Andujar,Teymuraz Gabashvili
Thanasi Kokkinakis,Carlos Berlocq
Joao Sousa,Albert Ramos
Go Soeda,Jack Sock
Diego Sebastian Schwartzman,Dominic Thiem
Victor Estrella,Sam Querrey
Marinko Matosevic,Jarkko Nieminen
Kyle Edmund,Robin Haase
Yen Hsun Lu,Donald Young
Marcel Granollers,Hyeon Chung
Denis Istomin,Austin Krajicek
Dusan Lajovic,Filip Krajinovic
Adrian Menendez Maceiras,Tim Smyczek
Ruben Bemelmans,Juan Monaco
Benjamin Becker,Jan Lennard Struff
Damir Dzumhur,James Duckworth
Sergiy Stakhovsky,Nicolas Almagro
Martin Klizan,Novak Djokovic
Gilles Muller,Steve Darcis
Pablo Cuevas,Thomaz Bellucci
Tommy Robredo,Alexandr Dolgopolov
Mikhail Kukushkin,Gilles Simon
Ivo Karlovic,Alejandro Falla
Alexander Zverev,Lukas Rosol
Federico Delbonis,David Ferrer
Mikhail Youzhny,Kei Nishikori
Simone Bolelli,Viktor Troicki
Borna Coric,David Goffin
Roberto Bautista Agut,Jerzy Janowicz
Vasek Pospisil,Grigor Dimitrov
Andrey Rublev,John Isner
Jurgen Melzer,Jeremy Chardy
Teymuraz Gabashvili,Milos Raonic
Carlos Berlocq,Stanislas Wawrinka
Albert Ramos,Adrian Mannarino
Fabio Fognini,Jack Sock
Feliciano Lopez,Dominic Thiem
Sam Querrey,Kevin Anderson
Jarkko Nieminen,Leonardo Mayer
Robin Haase,Santiago Giraldo
Donald Young,Andy Murray
Hyeon Chung,Tomas Berdych
Austin Krajicek,Bernard Tomic
Filip Krajinovic,Gael Monfils
Tim Smyczek,Jo Wilfried Tsonga
Ernests Gulbis,Juan Monaco
Jan Lennard Struff,Guillermo Garcia Lopez
James Duckworth,Fernando Verdasco
Nicolas Almagro,Rafael Nadal
Steve Darcis,Novak Djokovic
Thomaz Bellucci,Alexandr Dolgopolov
Alejandro Falla,Gilles Simon
Lukas Rosol,David Ferrer
Viktor Troicki,Kei Nishikori
Jerzy Janowicz,David Goffin
Grigor Dimitrov,John Isner
Jeremy Chardy,Milos Raonic
Stanislas Wawrinka,Adrian Mannarino
Jack Sock,Dominic Thiem
Leonardo Mayer,Kevin Anderson
Santiago Giraldo,Andy Murray
Bernard Tomic,Tomas Berdych
Jo Wilfried Tsonga,Gael Monfils
Guillermo Garcia Lopez,Juan Monaco
Rafael Nadal,Fernando Verdasco
Alexandr Dolgopolov,Novak Djokovic
Gilles Simon,David Ferrer
David Goffin,Kei Nishikori
Milos Raonic,John Isner
Adrian Mannarino,Dominic Thiem
Kevin Anderson,Andy Murray
Gael Monfils,Tomas Berdych
Fernando Verdasco,Juan Monaco
David Ferrer,Novak Djokovic
Kei Nishikori,John Isner
Dominic Thiem,Andy Murray
Juan Monaco,Tomas Berdych
John Isner,Novak Djokovic
Tomas Berdych,Andy Murray
Andy Murray,Novak Djokovic
Malek Jaziri,Ryan Harrison
Mikhail Kukushkin,Austin Krajicek
Lukas Lacko,Ivo Karlovic
Teymuraz Gabashvili,Ivan Dodig
Stefan Kozlov,Jared Donaldson
Benjamin Becker,Sam Querrey
Adrian Mannarino,Donald Young
Thanasi Kokkinakis,Denis Kudla
Igor Sijsling,Bernard Tomic
Filip Krajinovic,Steve Johnson
Marinko Matosevic,Dustin Brown
Yen Hsun Lu,Samuel Groth
Ryan Harrison,Kei Nishikori
Ivo Karlovic,Austin Krajicek
Ivan Dodig,John Isner
Jared Donaldson,Sam Querrey
Denis Kudla,Donald Young
Alexandr Dolgopolov,Bernard Tomic
Dustin Brown,Steve Johnson
Samuel Groth,Kevin Anderson
Austin Krajicek,Kei Nishikori
John Isner,Sam Querrey
Bernard Tomic,Donald Young
Steve Johnson,Kevin Anderson
Sam Querrey,Kei Nishikori
Donald Young,Kevin Anderson
Kevin Anderson,Kei Nishikori
Rhyne Williams,John Millman
Denis Kudla,Jarkko Nieminen
Gilles Simon,James Duckworth
Andrey Golubev,Jeremy Chardy
Jurgen Melzer,Martin Klizan
Carlos Berlocq,Alexandr Dolgopolov
Kevin Anderson,Lukasz Kubot
Lleyton Hewitt,Samuel Groth
Marius Copil,Mikhail Kukushkin
Julien Benneteau,Thanasi Kokkinakis
Sam Querrey,Bernard Tomic
Marinko Matosevic,Steve Johnson
John Millman,Roger Federer
Jarkko Nieminen,James Duckworth
Jeremy Chardy,Grigor Dimitrov
Alexandr Dolgopolov,Martin Klizan
Lukasz Kubot,Samuel Groth
Mikhail Kukushkin,Milos Raonic
Thanasi Kokkinakis,Bernard Tomic
Steve Johnson,Kei Nishikori
James Duckworth,Roger Federer
Martin Klizan,Grigor Dimitrov
Samuel Groth,Milos Raonic
Bernard Tomic,Kei Nishikori
Grigor Dimitrov,Roger Federer
Kei Nishikori,Milos Raonic
Milos Raonic,Roger Federer
Sergiy Stakhovsky,Juan Martin Del Potro
Denis Istomin,Mikhail Kukushkin
Nicolas Almagro,Pablo Cuevas
Andreas Seppi,Vasek Pospisil
Nick Kyrgios,Jerzy Janowicz
Benjamin Becker,Leonardo Mayer
Sam Querrey,Jeremy Chardy
Samuel Groth,Gilles Muller
Igor Sijsling,Bernard Tomic
Martin Klizan,Viktor Troicki
Jarkko Nieminen,Pablo Andujar
Marinko Matosevic,Simone Bolelli
Fabio Fognini,Juan Martin Del Potro
Pablo Cuevas,Mikhail Kukushkin
Vasek Pospisil,Julien Benneteau
Jerzy Janowicz,Leonardo Mayer
Jeremy Chardy,Gilles Muller
Philipp Kohlschreiber,Bernard Tomic
Pablo Andujar,Viktor Troicki
David Goffin,Simone Bolelli
Juan Martin Del Potro,Mikhail Kukushkin
Julien Benneteau,Leonardo Mayer
Bernard Tomic,Gilles Muller
Simone Bolelli,Viktor Troicki
Leonardo Mayer,Mikhail Kukushkin
Gilles Muller,Viktor Troicki
Mikhail Kukushkin,Viktor Troicki
Pere Riba,Daniel Elahi Galan Riveros
Edouard Roger Vasselin,Radek Stepanek
Guido Pella,Samuel Groth
Alejandro Falla,Rajeev Ram
John Millman,Alexander Sarkissian
Austin Krajicek,Malek Jaziri
James Ward,Michael Berrer
Illya Marchenko,Marcelo Demoliner
Nicolas Barrientos,Yuichi Sugita
Marcos Baghdatis,Alejandro Gomez GB42
Matthew Ebden,Tatsuma Ito
Alejandro Gonzalez,Adrian Menendez Maceiras
Daniel Elahi Galan Riveros,Ivo Karlovic
Samuel Groth,Radek Stepanek
Rajeev Ram,Adrian Mannarino
Alexander Sarkissian,Malek Jaziri
Marcelo Demoliner,Michael Berrer
Yuichi Sugita,Victor Estrella
Alejandro Gomez GB42,Tatsuma Ito
Adrian Menendez Maceiras,Bernard Tomic
Radek Stepanek,Ivo Karlovic
Malek Jaziri,Adrian Mannarino
Victor Estrella,Michael Berrer
Tatsuma Ito,Bernard Tomic
Ivo Karlovic,Adrian Mannarino
Michael Berrer,Bernard Tomic
Adrian Mannarino,Bernard Tomic
Ricardas Berankis,Tatsuma Ito
Blaz Kavcic,Robin Haase
Daniel Gimeno Traver,Fernando Verdasco
Lleyton Hewitt,Nicolas Mahut
Benoit Paire,Marco Chiudinelli
Yen Hsun Lu,Adrian Mannarino
Marinko Matosevic,Vasek Pospisil
Marsel Ilhan,Gilles Muller
Jarkko Nieminen,Marius Copil
Denis Istomin,Joao Sousa
Mikhail Youzhny,Illya Marchenko
Kenny De Schepper,Jurgen Melzer
Tatsuma Ito,Ivo Karlovic
Fernando Verdasco,Robin Haase
Roberto Bautista Agut,Nicolas Mahut
Marco Chiudinelli,Adrian Mannarino
Vasek Pospisil,Gilles Muller
Guillermo Garcia Lopez,Marius Copil
Joao Sousa,Illya Marchenko
Jurgen Melzer,David Goffin
Ivo Karlovic,Robin Haase
Adrian Mannarino,Nicolas Mahut
Marius Copil,Gilles Muller
Illya Marchenko,David Goffin
Robin Haase,Nicolas Mahut
Gilles Muller,David Goffin
David Goffin,Nicolas Mahut
Philipp Kohlschreiber,Roger Federer
Sergiy Stakhovsky,Ernests Gulbis
Jan Lennard Struff,Florian Mayer
Bernard Tomic,Steve Johnson
Victor Estrella,Tomas Berdych
Donald Young,Borna Coric
Jarkko Nieminen,Alexander Zverev
Santiago Giraldo,Ivo Karlovic
Ricardas Berankis,Tommy Robredo
Tommy Haas,Andreas Seppi
Jiri Vesely,Mikhail Kukushkin
Lukas Rosol,Gael Monfils
Pablo Cuevas,Jerzy Janowicz
Lukas Lacko,Alejandro Falla
Andreas Haider Maurer,Dustin Brown
Dominic Thiem,Kei Nishikori
Ernests Gulbis,Roger Federer
Steve Johnson,Florian Mayer
Borna Coric,Tomas Berdych
Alexander Zverev,Ivo Karlovic
Tommy Robredo,Andreas Seppi
Mikhail Kukushkin,Gael Monfils
Alejandro Falla,Jerzy Janowicz
Dustin Brown,Kei Nishikori
Florian Mayer,Roger Federer
Tomas Berdych,Ivo Karlovic
Gael Monfils,Andreas Seppi
Jerzy Janowicz,Kei Nishikori
Ivo Karlovic,Roger Federer
Kei Nishikori,Andreas Seppi
Andreas Seppi,Roger Federer
Vasek Pospisil,Novak Djokovic
Fabrice Martin,Andrey Golubev
Alexander Zverev,Marsel Ilhan
James Ward,Feliciano Lopez
Jeremy Chardy,Tomas Berdych
Lucas Pouille,Simone Bolelli
Lukas Rosol,Sergiy Stakhovsky
Ernests Gulbis,Denis Istomin
David Goffin,Marcos Baghdatis
Malek Jaziri,Borna Coric
James Mcgee,Joao Sousa
Gilles Muller,Andy Murray
Dominic Thiem,Roberto Bautista Agut
Andreas Seppi,Richard Gasquet
Guillermo Garcia Lopez,Fernando Verdasco
Mikhail Youzhny,Roger Federer
Andrey Golubev,Novak Djokovic
Feliciano Lopez,Marsel Ilhan
Simone Bolelli,Tomas Berdych
Denis Istomin,Sergiy Stakhovsky
Marcos Baghdatis,Borna Coric
Joao Sousa,Andy Murray
Roberto Bautista Agut,Richard Gasquet
Fernando Verdasco,Roger Federer
Marsel Ilhan,Novak Djokovic
Sergiy Stakhovsky,Tomas Berdych
Andy Murray,Borna Coric
Richard Gasquet,Roger Federer
Tomas Berdych,Novak Djokovic
Borna Coric,Roger Federer
Novak Djokovic,Roger Federer
Joao Souza,Novak Djokovic
Vasek Pospisil,Andreas Haider Maurer
Pablo Andujar,Teymuraz Gabashvili
Tommy Paul,Andreas Seppi
Pierre Hugues Herbert,Roberto Bautista Agut
Jerzy Janowicz,Pablo Carreno Busta
Joao Sousa,Ricardas Berankis
Simone Bolelli,David Goffin
Tim Smyczek,Milos Raonic
Tommy Haas,Fernando Verdasco
Marco Cecchinato,Mardy Fish
Nikoloz Basilashvili,Feliciano Lopez
Steve Johnson,Fabio Fognini
Dudi Sela,Pablo Cuevas
Elias Ymer,Diego Sebastian Schwartzman
Borna Coric,Rafael Nadal
Kei Nishikori,Benoit Paire
Radek Stepanek,Marsel Ilhan
Alexandr Dolgopolov,Samuel Groth
Michael Berrer,Tommy Robredo
Jarkko Nieminen,Jo Wilfried Tsonga
Lukas Lacko,Marcel Granollers
John Millman,Sergiy Stakhovsky
Gael Monfils,Illya Marchenko
Guido Pella,Marin Cilic
Lucas Pouille,Evgeny Donskoy
Yen Hsun Lu,Mikhail Kukushkin
Matthew Ebden,Grigor Dimitrov
Ryan Shane,Jeremy Chardy
Florian Mayer,Martin Klizan
Alejandro Gonzalez,Filip Krajinovic
Radu Albot,David Ferrer
Albert Ramos,Stanislas Wawrinka
James Duckworth,Hyeon Chung
Gilles Muller,Ruben Bemelmans
Victor Estrella,Jack Sock
Francis Tiafoe,Viktor Troicki
Ryan Harrison,Rajeev Ram
Ernests Gulbis,Aljaz Bedene
Gilles Simon,Donald Young
Andrey Rublev,Kevin Anderson
Santiago Giraldo,Austin Krajicek
Benjamin Becker,Denis Istomin
Daniel Gimeno Traver,Dominic Thiem
James Ward,Thomaz Bellucci
Paul Henri Mathieu,Yoshihito Nishioka
Konstantin Kravchuk,Adrian Mannarino
Nick Kyrgios,Andy Murray
Bjorn Fratangelo,Tomas Berdych
Denis Kudla,Jurgen Melzer
Sam Querrey,Nicolas Mahut
Janko Tipsarevic,Guillermo Garcia Lopez
Damir Dzumhur,Bernard Tomic
Aleksandr Nedovyesov,Lleyton Hewitt
Dustin Brown,Robin Haase
Thanasi Kokkinakis,Richard Gasquet
Malek Jaziri,John Isner
John Patrick Smith,Mikhail Youzhny
Paolo Lorenzi,Jiri Vesely
Federico Delbonis,Ivo Karlovic
Alexander Zverev,Philipp Kohlschreiber
Jared Donaldson,Lukas Rosol
Marcos Baghdatis,Steve Darcis
Leonardo Mayer,Roger Federer
Andreas Haider Maurer,Novak Djokovic
Teymuraz Gabashvili,Andreas Seppi
Pablo Carreno Busta,Roberto Bautista Agut
Ricardas Berankis,David Goffin
Fernando Verdasco,Milos Raonic
Mardy Fish,Feliciano Lopez
Pablo Cuevas,Fabio Fognini
Diego Sebastian Schwartzman,Rafael Nadal
Marsel Ilhan,Benoit Paire
Samuel Groth,Tommy Robredo
Marcel Granollers,Jo Wilfried Tsonga
Illya Marchenko,Sergiy Stakhovsky
Evgeny Donskoy,Marin Cilic
Grigor Dimitrov,Mikhail Kukushkin
Martin Klizan,Jeremy Chardy
Filip Krajinovic,David Ferrer
Hyeon Chung,Stanislas Wawrinka
Jack Sock,Ruben Bemelmans
Rajeev Ram,Viktor Troicki
Aljaz Bedene,Donald Young
Austin Krajicek,Kevin Anderson
Denis Istomin,Dominic Thiem
Yoshihito Nishioka,Thomaz Bellucci
Adrian Mannarino,Andy Murray
Jurgen Melzer,Tomas Berdych
Nicolas Mahut,Guillermo Garcia Lopez
Lleyton Hewitt,Bernard Tomic
Robin Haase,Richard Gasquet
Mikhail Youzhny,John Isner
Ivo Karlovic,Jiri Vesely
Lukas Rosol,Philipp Kohlschreiber
Steve Darcis,Roger Federer
Andreas Seppi,Novak Djokovic
David Goffin,Roberto Bautista Agut
Milos Raonic,Feliciano Lopez
Rafael Nadal,Fabio Fognini
Tommy Robredo,Benoit Paire
Sergiy Stakhovsky,Jo Wilfried Tsonga
Mikhail Kukushkin,Marin Cilic
David Ferrer,Jeremy Chardy
Ruben Bemelmans,Stanislas Wawrinka
Viktor Troicki,Donald Young
Dominic Thiem,Kevin Anderson
Thomaz Bellucci,Andy Murray
Guillermo Garcia Lopez,Tomas Berdych
Bernard Tomic,Richard Gasquet
Jiri Vesely,John Isner
Philipp Kohlschreiber,Roger Federer
Roberto Bautista Agut,Novak Djokovic
Fabio Fognini,Feliciano Lopez
Benoit Paire,Jo Wilfried Tsonga
Jeremy Chardy,Marin Cilic
Donald Young,Stanislas Wawrinka
Andy Murray,Kevin Anderson
Tomas Berdych,Richard Gasquet
John Isner,Roger Federer
Feliciano Lopez,Novak Djokovic
Jo Wilfried Tsonga,Marin Cilic
Kevin Anderson,Stanislas Wawrinka
Richard Gasquet,Roger Federer
Marin Cilic,Novak Djokovic
Stanislas Wawrinka,Roger Federer
Roger Federer,Novak Djokovic
James Duckworth,Austin Krajicek
Go Soeda,Zhizhen Zhang
Ze Zhang,Jiri Vesely
Ricardas Berankis,Hiroki Moriya
Andreas Haider Maurer,Simone Bolelli
Matthew Ebden,Victor Estrella
Lucas Pouille,Adrian Mannarino
Takuto Niki,Yan Bai
Denis Istomin,Lukas Rosol
Mikhail Youzhny,Aljaz Bedene
Di Wu,Hyeon Chung
Ernests Gulbis,John Millman
Austin Krajicek,Tomas Berdych
Zhizhen Zhang,Jiri Vesely
Hiroki Moriya,Tommy Robredo
Victor Estrella,Simone Bolelli
Yan Bai,Adrian Mannarino
Lukas Rosol,Guillermo Garcia Lopez
Aljaz Bedene,Hyeon Chung
John Millman,Marin Cilic
Jiri Vesely,Tomas Berdych
Simone Bolelli,Tommy Robredo
Adrian Mannarino,Guillermo Garcia Lopez
Hyeon Chung,Marin Cilic
Tommy Robredo,Tomas Berdych
Marin Cilic,Guillermo Garcia Lopez
Guillermo Garcia Lopez,Tomas Berdych
Thomas Fabbiano,Janko Tipsarevic
Denis Istomin,Nikola Mektic
Viktor Troicki,Daniel Gimeno Traver
Sergiy Stakhovsky,Borna Coric
Florian Mayer,Malek Jaziri
Diego Sebastian Schwartzman,Jiri Vesely
Lorenzo Giustino,Guillermo Garcia Lopez
Steve Darcis,Marcos Baghdatis
Jurgen Zopp,Dusan Lajovic
Andrey Golubev,Simone Bolelli
Ivan Dodig,Andreas Haider Maurer
Marius Copil,Mikhail Youzhny
Janko Tipsarevic,Gilles Simon
Nikola Mektic,Daniel Gimeno Traver
Borna Coric,Ivo Karlovic
Malek Jaziri,Jiri Vesely
Marcos Baghdatis,Guillermo Garcia Lopez
Dusan Lajovic,Lukas Rosol
Andreas Haider Maurer,Simone Bolelli
Mikhail Youzhny,Gael Monfils
Gilles Simon,Daniel Gimeno Traver
Ivo Karlovic,Jiri Vesely
Lukas Rosol,Guillermo Garcia Lopez
Simone Bolelli,Gael Monfils
Daniel Gimeno Traver,Jiri Vesely
Gael Monfils,Guillermo Garcia Lopez
Jiri Vesely,Guillermo Garcia Lopez
Albert Ramos,David Ferrer
Santiago Giraldo,Guillermo Garcia Lopez
Dennis Novak,Radek Stepanek
Paul Henri Mathieu,Fabio Fognini
Tommy Haas,Jo Wilfried Tsonga
Yuichi Sugita,Lukas Rosol
Rajeev Ram,Paolo Lorenzi
Thomaz Bellucci,Gael Monfils
Andreas Seppi,Ivo Karlovic
Jan Lennard Struff,Sergiy Stakhovsky
Lucas Miedler,Ernests Gulbis
Kenny De Schepper,John Isner
Dominic Thiem,Jerzy Janowicz
Alexandr Dolgopolov,Steve Johnson
Gerald Melzer,Jiri Vesely
Andreas Haider Maurer,Kevin Anderson
Guillermo Garcia Lopez,David Ferrer
Radek Stepanek,Fabio Fognini
Jo Wilfried Tsonga,Lukas Rosol
Paolo Lorenzi,Gael Monfils
Sergiy Stakhovsky,Ivo Karlovic
John Isner,Ernests Gulbis
Jerzy Janowicz,Steve Johnson
Jiri Vesely,Kevin Anderson
Fabio Fognini,David Ferrer
Lukas Rosol,Gael Monfils
Ivo Karlovic,Ernests Gulbis
Kevin Anderson,Steve Johnson
Gael Monfils,David Ferrer
Ernests Gulbis,Steve Johnson
Steve Johnson,David Ferrer
Yen Hsun Lu,Andy Murray
Roberto Bautista Agut,Fernando Verdasco
Mikhail Youzhny,Gilles Muller
Sam Querrey,Grigor Dimitrov
Adrian Mannarino,Marin Cilic
Paul Henri Mathieu,Viktor Troicki
Jared Donaldson,John Isner
Joao Sousa,Feliciano Lopez
David Goffin,Gilles Simon
Jeremy Chardy,Thanasi Kokkinakis
Simone Bolelli,Richard Gasquet
James Ward,Milos Raonic
Rafael Nadal,Alexandr Dolgopolov
Pablo Andujar,Guillermo Garcia Lopez
Lleyton Hewitt,Kevin Anderson
Nick Kyrgios,Stanislas Wawrinka
Fernando Verdasco,Andy Murray
Grigor Dimitrov,Gilles Muller
Marin Cilic,Viktor Troicki
Feliciano Lopez,John Isner
Thanasi Kokkinakis,Gilles Simon
Richard Gasquet,Milos Raonic
Alexandr Dolgopolov,Guillermo Garcia Lopez
Stanislas Wawrinka,Kevin Anderson
Gilles Muller,Andy Murray
John Isner,Viktor Troicki
Milos Raonic,Gilles Simon
Guillermo Garcia Lopez,Kevin Anderson
Viktor Troicki,Andy Murray
Gilles Simon,Kevin Anderson
Kevin Anderson,Andy Murray
Thomaz Bellucci,Rafael Nadal
Carlos Berlocq,Pablo Carreno Busta
Maximo Gonzalez,Albert Montanes
Nicolas Almagro,Pablo Cuevas
Jiri Vesely,Fabio Fognini
Paolo Lorenzi,Pablo Andujar
Diego Sebastian Schwartzman,Federico Delbonis
Dusan Lajovic,Martin Klizan
Leonardo Mayer,Blaz Rola
Facundo Arguello,Joao Souza
Albert Ramos,Andreas Haider Maurer
Elias Ymer,Tommy Robredo
Santiago Giraldo,Juan Monaco
Marco Cecchinato,Jarkko Nieminen
Guilherme Clezar,Thiemo De Bakker
Daniel Gimeno Traver,David Ferrer
Pablo Carreno Busta,Rafael Nadal
Albert Montanes,Pablo Cuevas
Pablo Andujar,Fabio Fognini
Martin Klizan,Federico Delbonis
Blaz Rola,Joao Souza
Tommy Robredo,Andreas Haider Maurer
Jarkko Nieminen,Juan Monaco
Thiemo De Bakker,David Ferrer
Pablo Cuevas,Rafael Nadal
Federico Delbonis,Fabio Fognini
Joao Souza,Andreas Haider Maurer
Juan Monaco,David Ferrer
Rafael Nadal,Fabio Fognini
Andreas Haider Maurer,David Ferrer
Fabio Fognini,David Ferrer
John Isner,Rajeev Ram
Ryan Harrison,Yuichi Sugita
Blaz Kavcic,Edouard Roger Vasselin
Tommy Haas,Adrian Mannarino
Bernard Tomic,John Patrick Smith
Austin Krajicek,Jared Donaldson
Noah Rubin,Tatsuma Ito
Michael Berrer,Steve Johnson
Tim Smyczek,Jan Hernych
Adrian Menendez Maceiras,Alejandro Falla
Niels Desein,Lukas Lacko
Radek Stepanek,Jack Sock
Matthew Ebden,Sam Querrey
Adrien Bossel,Dustin Brown
Ante Pavic,Malek Jaziri
Illya Marchenko,Ivo Karlovic
Yuichi Sugita,Rajeev Ram
Edouard Roger Vasselin,Adrian Mannarino
Jared Donaldson,John Patrick Smith
Steve Johnson,Tatsuma Ito
Alejandro Falla,Jan Hernych
Lukas Lacko,Jack Sock
Sam Querrey,Dustin Brown
Malek Jaziri,Ivo Karlovic
Adrian Mannarino,Rajeev Ram
Tatsuma Ito,John Patrick Smith
Jan Hernych,Jack Sock
Dustin Brown,Ivo Karlovic
John Patrick Smith,Rajeev Ram
Jack Sock,Ivo Karlovic
Ivo Karlovic,Rajeev Ram
Andrey Rublev,Horacio Zeballos
Maxime Teixeira,Denis Istomin
Henri Laaksonen,Joao Sousa
Calvin Hemery,Dusan Lajovic
Joao Souza,Stephane Robert
Kimmer Coppejans,Thomaz Bellucci
Mikhail Youzhny,Pablo Carreno Busta
Marcel Granollers,Robin Haase
Marco Chiudinelli,Federico Delbonis
Paolo Lorenzi,Santiago Giraldo
Andrey Kuznetsov,Marsel Ilhan
Blaz Kavcic,Julian Reister
Horacio Zeballos,David Goffin
Denis Istomin,Joao Sousa
Dusan Lajovic,Pablo Andujar
Stephane Robert,Thomaz Bellucci
Robin Haase,Pablo Carreno Busta
Federico Delbonis,Dominic Thiem
Marsel Ilhan,Santiago Giraldo
Julian Reister,Feliciano Lopez
Joao Sousa,David Goffin
Pablo Andujar,Thomaz Bellucci
Pablo Carreno Busta,Dominic Thiem
Santiago Giraldo,Feliciano Lopez
Thomaz Bellucci,David Goffin
Feliciano Lopez,Dominic Thiem
David Goffin,Dominic Thiem
Victor Estrella,Marcos Baghdatis
Mikhail Kukushkin,Alexander Zverev
Go Soeda,Simone Bolelli
Diego Sebastian Schwartzman,Aljaz Bedene
Albert Ramos,Hyeon Chung
James Ward,Tim Smyczek
Nicolas Almagro,Denis Istomin
Steve Johnson,Sergiy Stakhovsky
Kyle Edmund,Malek Jaziri
Donald Young,Alexandr Dolgopolov
Ruben Bemelmans,Yen Hsun Lu
Pablo Carreno Busta,Taylor Harry Fritz
Daniel Gimeno Traver,Dudi Sela
Andreas Haider Maurer,Santiago Giraldo
Mischa Zverev,Samuel Groth
Vasek Pospisil,Marcel Granollers
David Ferrer,Marcos Baghdatis
Thomaz Bellucci,Alexander Zverev
Martin Klizan,Simone Bolelli
Aljaz Bedene,Adrian Mannarino
Hyeon Chung,Leonardo Mayer
Tim Smyczek,Jiri Vesely
Juan Monaco,Denis Istomin
Viktor Troicki,Sergiy Stakhovsky
Malek Jaziri,Dominic Thiem
Pablo Andujar,Alexandr Dolgopolov
Andreas Seppi,Yen Hsun Lu
Taylor Harry Fritz,Feliciano Lopez
Dudi Sela,Pablo Cuevas
Santiago Giraldo,Sam Querrey
Samuel Groth,Joao Sousa
Marcel Granollers,Gilles Simon
Alexander Zverev,Marcos Baghdatis
Adrian Mannarino,Simone Bolelli
Jiri Vesely,Leonardo Mayer
Sergiy Stakhovsky,Denis Istomin
Dominic Thiem,Alexandr Dolgopolov
Feliciano Lopez,Yen Hsun Lu
Pablo Cuevas,Sam Querrey
Joao Sousa,Gilles Simon
Simone Bolelli,Marcos Baghdatis
Leonardo Mayer,Denis Istomin
Yen Hsun Lu,Alexandr Dolgopolov
Gilles Simon,Sam Querrey
Marcos Baghdatis,Denis Istomin
Alexandr Dolgopolov,Sam Querrey
Sam Querrey,Denis Istomin
Joao Souza,Andreas Haider Maurer
Gerald Melzer,Albert Montanes
Albert Ramos,Diego Sebastian Schwartzman
Aljaz Bedene,Dennis Novak
Rogerio Dutra Silva,Santiago Giraldo
Jan Lennard Struff,Philipp Kohlschreiber
Juan Monaco,Robin Haase
Pablo Carreno Busta,Federico Delbonis
Kenny De Schepper,Paul Henri Mathieu
Jiri Vesely,Nicolas Almagro
Daniel Gimeno Traver,Jurgen Melzer
Mikhail Youzhny,Dusan Lajovic
Andreas Haider Maurer,Dominic Thiem
Diego Sebastian Schwartzman,Albert Montanes
Dennis Novak,Fabio Fognini
Santiago Giraldo,Philipp Kohlschreiber
Robin Haase,Federico Delbonis
Martin Klizan,Paul Henri Mathieu
Jurgen Melzer,Nicolas Almagro
Andreas Seppi,Dusan Lajovic
Albert Montanes,Dominic Thiem
Fabio Fognini,Philipp Kohlschreiber
Federico Delbonis,Paul Henri Mathieu
Dusan Lajovic,Nicolas Almagro
Dominic Thiem,Philipp Kohlschreiber
Nicolas Almagro,Paul Henri Mathieu
Paul Henri Mathieu,Philipp Kohlschreiber
Aljaz Bedene,Novak Djokovic
Albert Ramos,Andrey Kuznetsov
Elias Ymer,Go Soeda
James Ward,Fernando Verdasco
Jimmy Wang,John Isner
Laurent Lokoli,Andreas Haider Maurer
Pablo Carreno Busta,Gilles Muller
Dominic Thiem,Roberto Bautista Agut
Denis Kudla,Feliciano Lopez
Blaz Rola,Adrian Mannarino
Hiroki Moriya,Jerzy Janowicz
Lucas Pouille,Gael Monfils
Julien Benneteau,Benjamin Becker
Ze Zhang,Lleyton Hewitt
Tim Puetz,Donald Young
Illya Marchenko,Milos Raonic
Marsel Ilhan,Stanislas Wawrinka
Pablo Andujar,Marius Copil
Andrey Golubev,Jarkko Nieminen
Pablo Cuevas,Matthias Bachinger
Alexandr Dolgopolov,Paolo Lorenzi
Sam Querrey,Vasek Pospisil
Peter Gojowczyk,Guillermo Garcia Lopez
Fabio Fognini,Alejandro Gonzalez
Thomaz Bellucci,David Ferrer
Dusan Lajovic,Sergiy Stakhovsky
Stephane Robert,Marcel Granollers
Robin Haase,Gilles Simon
Jan Hernych,Santiago Giraldo
Kyle Edmund,Steve Johnson
Joao Souza,Ivan Dodig
Nicolas Almagro,Kei Nishikori
Alejandro Falla,Tomas Berdych
Victor Estrella,Jurgen Melzer
Jiri Vesely,Viktor Troicki
John Millman,Leonardo Mayer
Paul Henri Mathieu,Philipp Kohlschreiber
Tobias Kamke,Bernard Tomic
Filip Krajinovic,Samuel Groth
Ernests Gulbis,Thanasi Kokkinakis
Diego Sebastian Schwartzman,Kevin Anderson
Igor Sijsling,Ricardas Berankis
Blaz Kavcic,James Duckworth
Carlos Berlocq,Richard Gasquet
Kenny De Schepper,Lukas Rosol
Jan Lennard Struff,Dudi Sela
Luke Saville,Tim Smyczek
Mikhail Youzhny,Rafael Nadal
Yuki Bhambri,Andy Murray
Alexander Kudryavtsev,Marinko Matosevic
Jordan Thompson,Joao Sousa
Tatsuma Ito,Martin Klizan
Michael Russell,David Goffin
Teymuraz Gabashvili,Marcos Baghdatis
Maximo Gonzalez,Lukas Lacko
Dustin Brown,Grigor Dimitrov
Tommy Robredo,Edouard Roger Vasselin
